song,performer,count,decade,main_performer,release_date,title,main_artist,spotify_id,spotify_link,popularity,acousticness,analysis_url,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,explicit,genres,broad_genre
Boulevard Of Broken Dreams,Green Day,36,2000,Green Day,2017-11-17,Boulevard of Broken Dreams,Green Day,5GorCbAP4aL0EJ16frG2hd,spotify:track:5GorCbAP4aL0EJ16frG2hd,71,0.00552,https://api.spotify.com/v1/audio-analysis/5GorCbAP4aL0EJ16frG2hd,0.496,262333.0,0.682,2.94e-05,8.0,0.0589,-4.095,1.0,0.0294,167.06,4.0,0.474,True,"['permanent wave', 'pop punk', 'punk', 'rock']",pop
How Do I Live,LeAnn Rimes,69,1990,LeAnn Rimes,2003-11-18,How Do I Live,LeAnn Rimes,7BD50ATrF3Vab5FQy7vtK8,spotify:track:7BD50ATrF3Vab5FQy7vtK8,66,0.128,https://api.spotify.com/v1/audio-analysis/7BD50ATrF3Vab5FQy7vtK8,0.577,266973.0,0.462,0.0,2.0,0.0822,-7.989,1.0,0.0279,128.303,4.0,0.258,False,"['australian pop', 'contemporary country', 'country', 'country dawn', 'dance pop', 'pop rock']",pop
I Don't Want To Wait,Paula Cole,56,1990,Paula Cole,1996,I Don't Want to Wait,Paula Cole,5MDQNJ7SZTytJwCbWKqJDL,spotify:track:5MDQNJ7SZTytJwCbWKqJDL,60,0.298,https://api.spotify.com/v1/audio-analysis/5MDQNJ7SZTytJwCbWKqJDL,0.41,320027.0,0.468,1.19e-05,11.0,0.0426,-8.177,1.0,0.0553,177.508,4.0,0.475,False,"['ectofolk', 'folk', 'folk-pop', 'lilith', 'new wave pop', 'pop rock']",pop
Barely Breathing,Duncan Sheik,55,1990,Duncan Sheik,1996,Barely Breathing,Duncan Sheik,75HZ6Wxnw8xbgz6HU9kKCS,spotify:track:75HZ6Wxnw8xbgz6HU9kKCS,59,0.0281,https://api.spotify.com/v1/audio-analysis/75HZ6Wxnw8xbgz6HU9kKCS,0.482,254547.0,0.807,0.0,0.0,0.177,-6.976,1.0,0.0457,187.918,4.0,0.516,False,"['neo mellow', 'pop rock']",pop
Missing,Everything But The Girl,55,1990,Everything But The Girl,1994-06-13,Missing - 2013 Remaster,Everything But The Girl,79WrmdVsLbwRTUCiH7cPsa,spotify:track:79WrmdVsLbwRTUCiH7cPsa,59,0.077,https://api.spotify.com/v1/audio-analysis/79WrmdVsLbwRTUCiH7cPsa,0.677,247200.0,0.484,4.75e-05,9.0,0.135,-10.506,0.0,0.0324,123.534,4.0,0.697,False,"['electronic', 'lilith', 'new wave pop', 'pop rock', 'trip hop']",pop
Too Close,Next,53,1990,Next,1997-09-30,Too Close,Next,5IFCyWplye09HytIP80RCF,spotify:track:5IFCyWplye09HytIP80RCF,64,0.0118,https://api.spotify.com/v1/audio-analysis/5IFCyWplye09HytIP80RCF,0.847,259440.0,0.402,0.0,7.0,0.283,-9.952,1.0,0.0641,99.693,4.0,0.752,True,"['hip hop', 'pop', 'pop rap', 'rap', 'toronto rap', 'trap music', 'urban contemporary']",rap
Truly Madly Deeply,Savage Garden,52,1990,Savage Garden,1997-03-04,Truly Madly Deeply,Savage Garden,013AWvizllIUEC2FOBzOnh,spotify:track:013AWvizllIUEC2FOBzOnh,72,0.403,https://api.spotify.com/v1/audio-analysis/013AWvizllIUEC2FOBzOnh,0.555,277267.0,0.698,0.0,0.0,0.0851,-8.874,1.0,0.0287,168.12,4.0,0.816,False,"['australian pop', 'boy band', 'dance pop', 'europop', 'pop rock']",pop
Run-Around,Blues Traveler,49,1990,Blues Traveler,2002-01-01,Run-Around,Blues Traveler,3y8rEUEUdmAcPCpPoLotnO,spotify:track:3y8rEUEUdmAcPCpPoLotnO,59,0.0721,https://api.spotify.com/v1/audio-analysis/3y8rEUEUdmAcPCpPoLotnO,0.58,280093.0,0.899,0.0,7.0,0.0942,-5.503,1.0,0.0818,152.311,4.0,0.847,False,"['alternative rock', 'blues-rock', 'jam band', 'mellow gold', 'pop rock', 'post-grunge', 'rock']",rock
Counting Blue Cars,Dishwalla,48,1990,Dishwalla,1995-01-01,Counting Blue Cars (Tell Me Your Thoughts On God),Dishwalla,6B618H5CuCdEzcVs0NKTlt,spotify:track:6B618H5CuCdEzcVs0NKTlt,56,0.0105,https://api.spotify.com/v1/audio-analysis/6B618H5CuCdEzcVs0NKTlt,0.461,291907.0,0.802,2.18e-05,2.0,0.253,-4.279,1.0,0.029,100.179,4.0,0.384,False,"['neo mellow', 'pop rock', 'post-grunge']",pop
This Kiss,Faith Hill,48,1990,Faith Hill,1998-04-10,This Kiss,Faith Hill,5EYWGM3Ns3iYew8ws0FatB,spotify:track:5EYWGM3Ns3iYew8ws0FatB,62,0.175,https://api.spotify.com/v1/audio-analysis/5EYWGM3Ns3iYew8ws0FatB,0.398,194307.0,0.804,0.0,11.0,0.181,-5.559,1.0,0.0451,186.752,4.0,0.709,False,"['contemporary country', 'country', 'country dawn', 'country road', 'pop rock']",country
You Make Me Wanna...,Usher,47,1990,Usher,1997-09-16,You Make Me Wanna...,Usher,47TqCCnEliDp8NRDyIQoQq,spotify:track:47TqCCnEliDp8NRDyIQoQq,66,0.0359,https://api.spotify.com/v1/audio-analysis/47TqCCnEliDp8NRDyIQoQq,0.761,219120.0,0.639,0.0,5.0,0.0945,-7.577,0.0,0.0539,164.088,4.0,0.922,False,"['atl hip hop', 'dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",pop
Nobody Knows,The Tony Rich Project,47,1990,The Tony Rich Project,1996-01-16,Nobody Knows,The Tony Rich Project,2PsHIonOTmX6bSrzIJSjyS,spotify:track:2PsHIonOTmX6bSrzIJSjyS,51,0.509,https://api.spotify.com/v1/audio-analysis/2PsHIonOTmX6bSrzIJSjyS,0.64,306933.0,0.433,4.9e-06,5.0,0.103,-9.432,1.0,0.0374,176.086,4.0,0.25,False,"['new jack swing', 'r&b', 'urban contemporary']",pop
Together Again,Janet,46,1990,Janet,1997-10-07,Together Again,Janet Jackson,1GrikfH0jDejDvrxo84n4P,spotify:track:1GrikfH0jDejDvrxo84n4P,66,0.0788,https://api.spotify.com/v1/audio-analysis/1GrikfH0jDejDvrxo84n4P,0.873,301200.0,0.591,0.0071,7.0,0.104,-8.942,1.0,0.102,123.091,4.0,0.496,False,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'pop', 'r&b', 'urban contemporary']",pop
100% Pure Love,Crystal Waters,45,1990,Crystal Waters,1998-08-11,100% Pure Love,Crystal Waters,0dfQwyoZoS9LgQiU6AJO7f,spotify:track:0dfQwyoZoS9LgQiU6AJO7f,52,0.0843,https://api.spotify.com/v1/audio-analysis/0dfQwyoZoS9LgQiU6AJO7f,0.811,278627.0,0.725,0.0059,8.0,0.0567,-7.203,1.0,0.0491,120.242,4.0,0.698,False,"['disco house', 'diva house', 'hip house', 'vocal house']",pop
Another Night,Real McCoy,45,1990,Real McCoy,1995-03-28,Another Night,Real McCoy,3pEuO9J2MTEmec8kUfYYvl,spotify:track:3pEuO9J2MTEmec8kUfYYvl,59,0.0908,https://api.spotify.com/v1/audio-analysis/3pEuO9J2MTEmec8kUfYYvl,0.813,236933.0,0.882,0.00457,7.0,0.147,-7.575,1.0,0.0402,125.983,4.0,0.874,False,"['bubblegum dance', 'diva house', 'eurodance', 'europop', 'german techno', 'hip house']",pop
Whoomp! (There It Is),Tag Team,45,1990,Tag Team,1993-05-07,Whoomp! (There It Is),Tag Team,4EEGHbMUyS07PNVXSGB7Qg,spotify:track:4EEGHbMUyS07PNVXSGB7Qg,58,0.00123,https://api.spotify.com/v1/audio-analysis/4EEGHbMUyS07PNVXSGB7Qg,0.8,226027.0,0.639,0.0,4.0,0.0803,-7.406,0.0,0.0439,129.443,4.0,0.45,False,['miami bass'],pop
Come To My Window,Melissa Etheridge,44,1990,Melissa Etheridge,1993-01-01,Come To My Window,Melissa Etheridge,4LmlGaGTEbTGE5VngAbpA3,spotify:track:4LmlGaGTEbTGE5VngAbpA3,52,0.08,https://api.spotify.com/v1/audio-analysis/4LmlGaGTEbTGE5VngAbpA3,0.512,236000.0,0.636,0.000106,7.0,0.088,-9.602,1.0,0.0262,97.257,4.0,0.499,False,"['folk', 'folk-pop', 'heartland rock', 'lilith', 'pop rock']",rock
Unchained Melody,The Righteous Brothers,44,1990,The Righteous Brothers,1990,Unchained Melody,The Righteous Brothers,1jFhnVoJkcB4lf9tT0rSZS,spotify:track:1jFhnVoJkcB4lf9tT0rSZS,63,0.517,https://api.spotify.com/v1/audio-analysis/1jFhnVoJkcB4lf9tT0rSZS,0.367,215840.0,0.215,0.0,0.0,0.618,-16.652,1.0,0.0288,98.742,3.0,0.266,False,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'motown', 'rock-and-roll', 'rockabilly']",pop
Hold My Hand,Hootie & The Blowfish,44,1990,Hootie & The Blowfish,1994-07-01,Hold My Hand,Hootie & The Blowfish,4WnYuVFXe6Si4fZqkxbnvS,spotify:track:4WnYuVFXe6Si4fZqkxbnvS,61,0.208,https://api.spotify.com/v1/audio-analysis/4WnYuVFXe6Si4fZqkxbnvS,0.22,258333.0,0.769,0.0,11.0,0.0985,-5.125,1.0,0.054,170.773,4.0,0.495,False,"['mellow gold', 'neo mellow', 'pop rock', 'post-grunge', 'rock']",pop
As I Lay Me Down,Sophie B. Hawkins,44,1990,Sophie B. Hawkins,1994-07-21,As I Lay Me Down,Sophie B. Hawkins,6S8ZXzeXsfCj8qi9179McI,spotify:track:6S8ZXzeXsfCj8qi9179McI,51,0.645,https://api.spotify.com/v1/audio-analysis/6S8ZXzeXsfCj8qi9179McI,0.519,248893.0,0.737,1.77e-06,10.0,0.271,-8.7,1.0,0.0437,82.999,4.0,0.668,False,"['lilith', 'new wave pop', 'pop rock']",pop
Quit Playing Games (With My Heart),Backstreet Boys,43,1990,Backstreet Boys,1996,Quit Playing Games (With My Heart),Backstreet Boys,1nRwyxNsqCLeA17qR8Nfxx,spotify:track:1nRwyxNsqCLeA17qR8Nfxx,60,0.0615,https://api.spotify.com/v1/audio-analysis/1nRwyxNsqCLeA17qR8Nfxx,0.8,233533.0,0.875,2.79e-06,11.0,0.13,-4.952,0.0,0.0338,100.033,4.0,0.882,False,"['boy band', 'dance pop']",pop
Semi-Charmed Life,Third Eye Blind,43,1990,Third Eye Blind,1997-04-08,Semi-Charmed Life,Third Eye Blind,42et6fnHCw1HIPSrdPprMl,spotify:track:42et6fnHCw1HIPSrdPprMl,74,0.00832,https://api.spotify.com/v1/audio-analysis/42et6fnHCw1HIPSrdPprMl,0.64,268360.0,0.864,0.0,7.0,0.123,-6.576,1.0,0.0315,102.026,4.0,0.7,False,"['alternative rock', 'neo mellow', 'pop punk', 'pop rock', 'post-grunge', 'rock']",rock
Change The World,Eric Clapton,43,1990,Eric Clapton,1999-10-12,Change the World,Eric Clapton,6BQNJ0JFKh8sWjQLI6Zudi,spotify:track:6BQNJ0JFKh8sWjQLI6Zudi,64,0.492,https://api.spotify.com/v1/audio-analysis/6BQNJ0JFKh8sWjQLI6Zudi,0.721,234867.0,0.558,0.00563,9.0,0.113,-8.8,1.0,0.0246,96.887,4.0,0.542,False,"['album rock', 'blues-rock', 'classic rock', 'electric blues', 'mellow gold', 'rock', 'roots rock', 'soft rock']",rock
The Freshmen,The Verve Pipe,42,1990,The Verve Pipe,1996-03-25,The Freshmen,The Verve Pipe,21jEuMn2lf37715rwjow2M,spotify:track:21jEuMn2lf37715rwjow2M,63,0.0757,https://api.spotify.com/v1/audio-analysis/21jEuMn2lf37715rwjow2M,0.571,269467.0,0.505,1.04e-05,1.0,0.109,-9.312,0.0,0.0238,99.562,4.0,0.276,False,"['pop rock', 'post-grunge']",pop
Un-Break My Heart,Toni Braxton,42,1990,Toni Braxton,1996,Un-Break My Heart,Toni Braxton,5Ihd9HrPvOADyVoonH9ZjB,spotify:track:5Ihd9HrPvOADyVoonH9ZjB,68,0.413,https://api.spotify.com/v1/audio-analysis/5Ihd9HrPvOADyVoonH9ZjB,0.625,270333.0,0.426,0.0,2.0,0.116,-8.392,0.0,0.0271,110.018,4.0,0.112,False,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'pop', 'quiet storm', 'r&b', 'urban contemporary']",pop
I Love You Always Forever,Donna Lewis,41,1990,Donna Lewis,1996-04-16,I Love You Always Forever,Donna Lewis,1PEqh7awkpuepLBSq8ZwqD,spotify:track:1PEqh7awkpuepLBSq8ZwqD,69,0.627,https://api.spotify.com/v1/audio-analysis/1PEqh7awkpuepLBSq8ZwqD,0.744,239960.0,0.453,0.421,5.0,0.0898,-11.977,1.0,0.0348,103.773,4.0,0.122,False,['new wave pop'],pop
All For You,Sister Hazel,41,1990,Sister Hazel,1997-01-01,All For You,Sister Hazel,2skmOCFU64Bg7Ytkgwliwe,spotify:track:2skmOCFU64Bg7Ytkgwliwe,63,0.0399,https://api.spotify.com/v1/audio-analysis/2skmOCFU64Bg7Ytkgwliwe,0.631,218707.0,0.756,4.37e-05,8.0,0.0924,-6.378,1.0,0.0376,137.039,4.0,0.671,False,"['acoustic pop', 'neo mellow', 'pop rock', 'post-grunge']",pop
The Sign,Ace Of Base,41,1990,Ace Of Base,1993,The Sign,Ace of Base,0hrBpAOgrt8RXigk83LLNE,spotify:track:0hrBpAOgrt8RXigk83LLNE,67,0.00928,https://api.spotify.com/v1/audio-analysis/0hrBpAOgrt8RXigk83LLNE,0.808,191240.0,0.786,0.0701,4.0,0.0574,-6.897,0.0,0.0447,96.987,4.0,0.899,False,"['bubblegum dance', 'dance pop', 'eurodance', 'europop', 'hip house', 'pop rock']",pop
Dazzey Duks,Duice,40,1990,Duice,1992-03-18,Dazzey Duks,Duice,2b8gYIp9I80IHdMvSwTDwN,spotify:track:2b8gYIp9I80IHdMvSwTDwN,24,0.000925,https://api.spotify.com/v1/audio-analysis/2b8gYIp9I80IHdMvSwTDwN,0.884,244867.0,0.464,4.36e-06,1.0,0.0366,-12.876,1.0,0.222,132.172,4.0,0.868,False,['miami bass'],pop
Return Of The Mack,Mark Morrison,40,1990,Mark Morrison,1996-04-22,Return of the Mack,Mark Morrison,3jDdpx9PMlfMBS5tOBHFm9,spotify:track:3jDdpx9PMlfMBS5tOBHFm9,71,0.00631,https://api.spotify.com/v1/audio-analysis/3jDdpx9PMlfMBS5tOBHFm9,0.715,213093.0,0.833,0.0,2.0,0.164,-5.379,1.0,0.108,95.487,4.0,0.612,False,"['british soul', 'new jack swing']",pop
This Is Your Night,Amber,40,1990,Amber,1996-11-26,This Is Your Night,Amber,5p0rUHicpwMZil8RlNGGth,spotify:track:5p0rUHicpwMZil8RlNGGth,50,0.0714,https://api.spotify.com/v1/audio-analysis/5p0rUHicpwMZil8RlNGGth,0.674,238160.0,0.908,0.000104,9.0,0.121,-3.262,0.0,0.0325,127.99,4.0,0.861,False,"['indie anthem-folk', 'indie folk', 'modern rock']",unknown
I Will Remember You (Live),Sarah McLachlan,40,1990,Sarah McLachlan,2006,I Will Remember You - Live,Sarah McLachlan,0xzDbdFFnPz9CiQ0YZMq4K,spotify:track:0xzDbdFFnPz9CiQ0YZMq4K,45,0.47,https://api.spotify.com/v1/audio-analysis/0xzDbdFFnPz9CiQ0YZMq4K,0.449,213467.0,0.487,0.000129,9.0,0.691,-9.967,1.0,0.031,76.487,4.0,0.389,False,"['canadian pop', 'canadian singer-songwriter', 'ectofolk', 'folk', 'folk-pop', 'lilith', 'neo mellow', 'new wave pop', 'permanent wave', 'pop rock']",pop
Rhythm Is A Dancer,Snap!,39,1990,Snap!,1991,Rhythm Is A Dancer - 12'' Version,SNAP!,6NLAzDPHSlV2bl7XbmivOq,spotify:track:6NLAzDPHSlV2bl7XbmivOq,62,0.111,https://api.spotify.com/v1/audio-analysis/6NLAzDPHSlV2bl7XbmivOq,0.767,316138.0,0.869,0.0688,9.0,0.0815,-7.323,0.0,0.0334,124.254,4.0,0.849,False,"['diva house', 'eurodance', 'europop', 'german techno', 'hip house']",pop
December,Collective Soul,39,1990,Collective Soul,1995-03-14,December,Collective Soul,3yi27cGUFPTQUdWZV9nV67,spotify:track:3yi27cGUFPTQUdWZV9nV67,56,0.589,https://api.spotify.com/v1/audio-analysis/3yi27cGUFPTQUdWZV9nV67,0.684,285000.0,0.645,0.00432,0.0,0.18,-5.707,1.0,0.0272,121.995,4.0,0.366,False,"['alternative metal', 'alternative rock', 'pop rock', 'post-grunge', 'rock']",rock
Give Me One Reason,Tracy Chapman,39,1990,Tracy Chapman,1995-10-31,Give Me One Reason,Tracy Chapman,4vDBJeeQCbhP9FaPPMsYkY,spotify:track:4vDBJeeQCbhP9FaPPMsYkY,68,0.602,https://api.spotify.com/v1/audio-analysis/4vDBJeeQCbhP9FaPPMsYkY,0.608,268333.0,0.419,7.58e-06,11.0,0.108,-10.016,1.0,0.0331,100.22,4.0,0.602,False,"['folk', 'folk-pop', 'lilith', 'pop rock', 'singer-songwriter']",unknown
Where Do You Go,No Mercy,39,1990,No Mercy,1996-10-05,Where Do You Go,No Mercy,37tzoWY1ubBQKGXiWdO5Qv,spotify:track:37tzoWY1ubBQKGXiWdO5Qv,55,0.0346,https://api.spotify.com/v1/audio-analysis/37tzoWY1ubBQKGXiWdO5Qv,0.734,272093.0,0.828,0.118,10.0,0.071,-11.018,0.0,0.0318,127.06,4.0,0.964,False,"['boy band', 'eurodance', 'europop', 'hip house']",pop
Tootsee Roll,69 Boyz,38,1990,69 Boyz,1994-05-27,Tootsee Roll (Dance Version),69 Boyz,0SAIjVOwxVnO1l9HGvLuOU,spotify:track:0SAIjVOwxVnO1l9HGvLuOU,52,0.0453,https://api.spotify.com/v1/audio-analysis/0SAIjVOwxVnO1l9HGvLuOU,0.869,261360.0,0.725,0.0,9.0,0.203,-12.507,0.0,0.256,132.989,4.0,0.699,True,['miami bass'],pop
I Know,Dionne Farris,38,1990,Dionne Farris,1994-10-25,I Know,Dionne Farris,698R7h4SU5zyNil1iReHAX,spotify:track:698R7h4SU5zyNil1iReHAX,45,0.0502,https://api.spotify.com/v1/audio-analysis/698R7h4SU5zyNil1iReHAX,0.589,227827.0,0.962,0.00225,7.0,0.242,-6.815,1.0,0.181,103.396,4.0,0.503,False,['neo soul'],pop
Twisted,Keith Sweat,38,1990,Keith Sweat,1996,Twisted,Keith Sweat,69QIVIjPMnI1ABLBqh9P1b,spotify:track:69QIVIjPMnI1ABLBqh9P1b,62,0.393,https://api.spotify.com/v1/audio-analysis/69QIVIjPMnI1ABLBqh9P1b,0.615,260667.0,0.514,0.0,11.0,0.248,-9.759,1.0,0.0466,175.849,4.0,0.822,False,"['dance pop', 'funk', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",pop
Wonder,Natalie Merchant,38,1990,Natalie Merchant,1995,Wonder,Natalie Merchant,5Hz6aGrZZizNBoJ6kE6Rqi,spotify:track:5Hz6aGrZZizNBoJ6kE6Rqi,50,0.346,https://api.spotify.com/v1/audio-analysis/5Hz6aGrZZizNBoJ6kE6Rqi,0.719,266008.0,0.739,0.0102,1.0,0.0581,-5.577,1.0,0.0419,115.142,4.0,0.603,False,"['folk', 'folk-pop', 'lilith', 'new wave pop', 'pop rock', 'singer-songwriter']",pop
Be My Lover,La Bouche,38,1990,La Bouche,1996-01-16,Be My Lover,La Bouche,7FoUzKTSQp25oe32pY9z5p,spotify:track:7FoUzKTSQp25oe32pY9z5p,59,0.00129,https://api.spotify.com/v1/audio-analysis/7FoUzKTSQp25oe32pY9z5p,0.669,240267.0,0.941,4.3e-06,1.0,0.886,-5.765,0.0,0.0313,134.809,4.0,0.841,False,"['bubblegum dance', 'diva house', 'eurodance', 'europop', 'german techno', 'hip house']",pop
Just Another Day,Jon Secada,37,1990,Jon Secada,1992-01-01,Just Another Day,Jon Secada,5AoBNJQDXXEnIJGjJjZu3y,spotify:track:5AoBNJQDXXEnIJGjJjZu3y,58,0.0194,https://api.spotify.com/v1/audio-analysis/5AoBNJQDXXEnIJGjJjZu3y,0.717,327427.0,0.642,0.000249,1.0,0.043,-10.727,1.0,0.0287,105.894,4.0,0.732,False,['soft rock'],rock
Can I Get A...,Jay-Z Featuring Amil (Of Major Coinz) & Ja,37,1990,Jay-Z ,1998-01-01,Can I Get A... - From The Rush Hour Soundtrack,Various Artists,45HLgh98kxPEMP1gPAEe8X,spotify:track:45HLgh98kxPEMP1gPAEe8X,53,0.12,https://api.spotify.com/v1/audio-analysis/45HLgh98kxPEMP1gPAEe8X,0.791,311800.0,0.665,0.000161,8.0,0.0961,-9.496,0.0,0.352,177.097,4.0,0.792,True,[],unknown
Breakfast At Tiffany's,Deep Blue Something,36,1990,Deep Blue Something,1995-01-01,Breakfast At Tiffany's,Deep Blue Something,1uzWOoJdADfstQuFtQFTUn,spotify:track:1uzWOoJdADfstQuFtQFTUn,65,0.12,https://api.spotify.com/v1/audio-analysis/1uzWOoJdADfstQuFtQFTUn,0.628,257373.0,0.829,0.0,2.0,0.097,-5.484,1.0,0.0293,110.377,4.0,0.503,False,['pop rock'],pop
All My Life,K-Ci & JoJo,36,1990,K-Ci & JoJo,1997-01-01,All My Life,K-Ci & JoJo,5GorFaKkP2mLREQvhSblIg,spotify:track:5GorFaKkP2mLREQvhSblIg,70,0.117,https://api.spotify.com/v1/audio-analysis/5GorFaKkP2mLREQvhSblIg,0.634,331240.0,0.528,2.26e-06,1.0,0.0565,-8.834,1.0,0.0309,128.0,4.0,0.18,False,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",pop
Roll To Me,Del Amitri,36,1990,Del Amitri,1995-01-01,Roll To Me,Del Amitri,7LF0YY1gON8rBECsyEs0Wb,spotify:track:7LF0YY1gON8rBECsyEs0Wb,57,0.417,https://api.spotify.com/v1/audio-analysis/7LF0YY1gON8rBECsyEs0Wb,0.566,132307.0,0.804,0.0,6.0,0.112,-5.783,1.0,0.0364,149.989,4.0,0.858,False,"['britpop', 'celtic rock', 'melancholia', 'new wave pop', 'pop rock', 'scottish rock']",rock
Name,Goo Goo Dolls,36,1990,Goo Goo Dolls,1995-03-10,Name,The Goo Goo Dolls,1G8jae4jD8mwkXdodqHsBM,spotify:track:1G8jae4jD8mwkXdodqHsBM,65,0.0691,https://api.spotify.com/v1/audio-analysis/1G8jae4jD8mwkXdodqHsBM,0.464,270000.0,0.701,0.00182,9.0,0.0766,-5.943,1.0,0.0341,73.97,4.0,0.407,False,"['alternative rock', 'neo mellow', 'permanent wave', 'pop rock', 'post-grunge', 'rock']",rock
All That She Wants,Ace Of Base,36,1990,Ace Of Base,1993,All That She Wants,Ace of Base,6kWJvPfC4DgUpRsXKNa9z9,spotify:track:6kWJvPfC4DgUpRsXKNa9z9,70,0.00547,https://api.spotify.com/v1/audio-analysis/6kWJvPfC4DgUpRsXKNa9z9,0.798,211213.0,0.625,7.98e-05,11.0,0.103,-9.689,1.0,0.0548,93.764,4.0,0.858,False,"['bubblegum dance', 'dance pop', 'eurodance', 'europop', 'hip house', 'pop rock']",pop
When Can I See You,Babyface,36,1990,Babyface,1993-08-24,When Can I See You,Babyface,2zItQNJrVrTioXTXWiI2ed,spotify:track:2zItQNJrVrTioXTXWiI2ed,53,0.257,https://api.spotify.com/v1/audio-analysis/2zItQNJrVrTioXTXWiI2ed,0.754,229600.0,0.472,2.09e-05,8.0,0.121,-11.787,1.0,0.0807,169.199,4.0,0.613,False,"['dance pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",pop
Kiss From A Rose,Seal,36,1990,Seal,1994-05-31,Kiss from a Rose,Seal,3YKptz29AsOlm7WAVnztBh,spotify:track:3YKptz29AsOlm7WAVnztBh,70,0.684,https://api.spotify.com/v1/audio-analysis/3YKptz29AsOlm7WAVnztBh,0.583,288427.0,0.532,0.0,10.0,0.306,-7.11,0.0,0.0309,131.741,3.0,0.223,False,"['british soul', 'soft rock']",pop
Let Her Cry,Hootie & The Blowfish,35,1990,Hootie & The Blowfish,1994-07-01,Let Her Cry,Hootie & The Blowfish,6NGi23FFKq9tH5NR1NcTw2,spotify:track:6NGi23FFKq9tH5NR1NcTw2,62,0.0353,https://api.spotify.com/v1/audio-analysis/6NGi23FFKq9tH5NR1NcTw2,0.352,318533.0,0.698,0.0,7.0,0.113,-6.278,1.0,0.0303,142.57,4.0,0.256,False,"['mellow gold', 'neo mellow', 'pop rock', 'post-grunge', 'rock']",pop
In The House Of Stone And Light,Martin Page,35,1990,Martin Page,1994-01-01,In The House Of Stone And Light,Martin Page,1QlIB0pkLKR8vEDSW7r42t,spotify:track:1QlIB0pkLKR8vEDSW7r42t,32,0.293,https://api.spotify.com/v1/audio-analysis/1QlIB0pkLKR8vEDSW7r42t,0.623,300800.0,0.787,5.65e-05,4.0,0.587,-10.763,1.0,0.0548,89.247,4.0,0.791,False,[],unknown
Nobody,Keith Sweat Featuring Athena Cage,35,1990,Keith Sweat ,1996,Nobody (feat. Athena Cage),Keith Sweat,4SF1747p541umnykBp352Q,spotify:track:4SF1747p541umnykBp352Q,61,0.484,https://api.spotify.com/v1/audio-analysis/4SF1747p541umnykBp352Q,0.699,264773.0,0.492,0.0,9.0,0.0482,-9.449,0.0,0.0318,117.907,4.0,0.388,False,"['dance pop', 'funk', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",pop
"No, No, No",Destiny's Child,35,1990,Destiny's Child,2018-08-08,No War,King Destiny,52EePwawfD0dbVW0OYifFj,spotify:track:52EePwawfD0dbVW0OYifFj,0,0.207,https://api.spotify.com/v1/audio-analysis/52EePwawfD0dbVW0OYifFj,0.654,235053.0,0.712,0.0,6.0,0.215,-3.504,0.0,0.104,83.167,4.0,0.805,False,[],unknown
Breathe Again,Toni Braxton,35,1990,Toni Braxton,1993-07-13,Breathe Again,Toni Braxton,1xFliXOpcu7E89AsDAZ7JV,spotify:track:1xFliXOpcu7E89AsDAZ7JV,52,0.0704,https://api.spotify.com/v1/audio-analysis/1xFliXOpcu7E89AsDAZ7JV,0.689,269173.0,0.677,0.0,0.0,0.0877,-6.36,1.0,0.0326,153.919,4.0,0.259,False,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'pop', 'quiet storm', 'r&b', 'urban contemporary']",pop
Where My Girls At?,702,35,1990,702,1999-01-01,Where My Girls At,702,4VSyH8AkIt3kaR5xIPFVVi,spotify:track:4VSyH8AkIt3kaR5xIPFVVi,62,0.0373,https://api.spotify.com/v1/audio-analysis/4VSyH8AkIt3kaR5xIPFVVi,0.719,166693.0,0.736,0.0028,6.0,0.193,-7.517,1.0,0.052,92.179,4.0,0.757,False,"['girl group', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",rap
Slide,Goo Goo Dolls,35,1990,Goo Goo Dolls,1998-09-11,Slide,The Goo Goo Dolls,0nnwn7LWHCAu09jfuH1xTA,spotify:track:0nnwn7LWHCAu09jfuH1xTA,69,0.00483,https://api.spotify.com/v1/audio-analysis/0nnwn7LWHCAu09jfuH1xTA,0.395,212067.0,0.843,0.0,8.0,0.0404,-4.476,1.0,0.0374,112.423,4.0,0.481,False,"['alternative rock', 'neo mellow', 'permanent wave', 'pop rock', 'post-grunge', 'rock']",rock
